Unixtime,Baseline,CO2,A0,Fig1AkaCOZIR,FIG2,E2V_O3,E2V_NO2,E2V_1,E2V_2_CO_,E2V_3_VOC_,E2V_4,Temp,Rh,BMPtemp,MBPPressure,lat,latNs,lon,lonEw,b1,b2,x___,x____1,x____2,x____3,x____4,b8,onboard1,x____5,x____6,onboard4,statAux1,statSig1,statAux2,statSig2,statAux3,statSig3,statAux4,statSig4,file_data,predicted_NO2,predicted_CO,predicted_NO,predicted_CO2,predicted_COZIR,predicted_VOC,Date
735808.61353588,8.625,145.125,1023,159.875,172,0,0,0,0,345.75,0,43.4,34.575,40,98153.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,57638.67,NaN,4042.965,NaN,46740.2325,NaN,9308.59,0.0308702874222468,-156.498921622614,-3.12424321075432,257.266372767857,-80.3439153439153,-86.5614764424288,-1.48585128495843,2014-07-28 14:43:29
735808.614230967,8.33333333333333,146.111111111111,1023,165.111111111111,171.777777777778,0,0,0,0,344.888888888889,0,43.2333333333333,35.3333333333333,39.9888888888889,98149.2222222222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,54965.2755555556,NaN,3796.87222222222,NaN,46060.7622222222,NaN,9142.35666666667,0.0312758494064539,-97.6135814366128,-3.48985423107489,243.11074198082,-73.7698412698412,-3.44860166288727,-1.50321239606954,2014-07-28 14:44:29
735808.614924769,8.375,150.125,1023,169.75,171,0,0,0,0,344,0,43.1125,36.5,40,98149.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,50873.04625,NaN,3076.17,NaN,44400.38875,NaN,8261.715,0.0321055722644997,-7.47637206314244,-4.56057510794641,208.51962797619,-47.0105820105819,70.184555303603,-1.50073223733938,2014-07-28 14:45:29
735808.615613426,8.22222222222222,149.888888888889,1023,168.333333333333,171,0,0,0,0.111111111111111,344,0,43.0222222222222,36.1777777777778,39.9888888888889,98147.2222222222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,52607.6366666667,NaN,3743.05222222222,NaN,43046.8733333333,NaN,7682.28888888889,0.0316731410717797,-45.6832094346549,-3.56981263250112,180.321390128968,-48.584656084656,47.6977828168306,-1.5098261526833,2014-07-28 14:46:29
735808.616302083,8.875,150.625,1023,169,171,0,0,0,0,344,0,42.9,36.4875,39.9125,98143.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,49513.66875,NaN,3874.9975,NaN,42548.82625,NaN,7541.0125,0.0317422618250069,22.465863619677,-3.37378636927459,169.94540922619,-43.6772486772486,58.2797933988411,-1.47097033257748,2014-07-28 14:47:28
735808.616990741,8.77777777777778,174.888888888889,1023,189.222222222222,171,0,0,0,0,359.222222222222,0,42.8,37.4666666666667,39.9777777777778,98139.3333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,6392.36222222222,NaN,16548.6111111111,NaN,99697.9177777778,NaN,-24335.0688888889,0.0324254092640551,972.274377447381,15.4549368681509,1360.55148272156,118.082010582011,379.267447719829,-1.47675736961451,2014-07-28 14:48:28
735808.617719907,8.55555555555556,323,1023,285.888888888889,170.444444444444,0,0,0,0,396.333333333333,0,42.7222222222222,39.3444444444444,40.0777777777778,98136.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-109105.904444444,NaN,60369.7922222222,NaN,196737.845555556,NaN,-83347.2255555556,0.03391317189461,3516.28906173519,80.5584595410244,3382.2166447586,1105.48941798942,1913.65898211136,-1.48998488284203,2014-07-28 14:49:31
735808.618408565,8.125,467.375,1023,385.125,170,0,0,0,0,393.375,0,42.65,39.975,40.0875,98132.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-136058.59375,NaN,58521.4825,NaN,247005.8575,NaN,-93326.17375,0.0343281210585946,4109.96063234214,77.8124935297003,4429.46689360119,2067.98941798942,3488.8353489544,-1.51561318972033,2014-07-28 14:50:30
735808.619099794,8.44444444444444,532.888888888889,1023,436.777777777778,170,0,0,0,0,414.555555555556,0,42.5666666666667,39.7777777777778,40.1777777777778,98134,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-125404.514444444,NaN,93649.3066666667,NaN,246991.317777778,NaN,-86732.6411111111,0.0340094736222301,3875.28928199951,130.000614413175,4429.16398272156,2504.74867724868,4308.72071050642,-1.49659863945578,2014-07-28 14:51:30
735808.619797454,8.75,557.75,1023,468.625,170,0,0,0,0,412.375,0,42.5,38.9375,40.2875,98132.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-115302.73625,NaN,91025.39375,NaN,196648.435,NaN,-79546.87625,0.0331754100811724,3652.78315436858,126.102363162741,3380.35392485119,2670.48941798942,4814.23217435122,-1.47841080876795,2014-07-28 14:52:30
