Unixtime,Baseline,CO2,A0,Fig1AkaCOZIR,FIG2,E2V_O3,E2V_NO2,E2V_1,E2V_2_CO_,E2V_3_VOC_,E2V_4,Temp,Rh,BMPtemp,MBPPressure,lat,latNs,lon,lonEw,b1,b2,x___,x____1,x____2,x____3,x____4,b8,onboard1,x____5,x____6,onboard4,statAux1,statSig1,statAux2,statSig2,statAux3,statSig3,statAux4,statSig4,file_data,predicted_NO2,predicted_CO,predicted_NO,predicted_CO2,predicted_COZIR,predicted_VOC,Date
735970.620487558,13.25,195.5,1023,176.75,160,0,0,0,0,266.5,0.125,34.45,11.5875,34.15,98953.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,105906.2525,NaN,2576.16875,NaN,43007.81125,NaN,109.37,0.00634022216225656,913.495262569051,-2.07449922238494,-151.839615575397,-4.74867724867731,29.0847820609725,-0.49042186318972,2015-01-06 14:53:30
735970.621163194,13,185,1023,175.625,160,0,0,0,0.25,266.25,0,34.35,11.575,34.2625,98950.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,103531.2525,NaN,2574.21625,NaN,41968.74875,NaN,113.2775,0.00629845277079843,965.808037899448,-2.07739998007325,-173.486750992064,-74.7486772486773,11.2276392038296,-0.505302815570673,2015-01-06 14:54:28
735970.621880787,13.375,197.625,1023,173.25,159.375,0,0,0,0,266.125,0,34.2125,11.575,34.275,98951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,101699.2225,NaN,2552.73125,NaN,40943.35625,NaN,125,0.00625041226281762,1006.16112159989,-2.10931945711975,-194.849094742064,9.41798941798936,-26.4707734945831,-0.482981386999244,2015-01-06 14:55:30
735970.622569445,13,196.555555555556,1023,177.444444444444,159,0,0,0,0,265.888888888889,0,34.1444444444444,11.6,34.2,98944.8888888889,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,99571.1833333333,NaN,2520.83,NaN,39822.9155555556,NaN,125,0.00624059825994956,1053.03423099783,-2.15671397502199,-218.191609209656,2.28835978835965,40.107709750567,-0.505302815570673,2015-01-06 14:56:30
735970.623258102,12.875,185.125,1023,176,158.75,0,0,0,0,265.625,0,34.0875,11.65,34.1,98942.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,97474.6125,NaN,3634.7625,NaN,44828.1225,NaN,136.71875,0.00624779950748218,1099.21420530033,-0.501785286862727,-113.91646453373,-73.915343915344,17.1800201562106,-0.512743291761149,2015-01-06 14:57:29
735970.623953189,12.6666666666667,195.333333333333,1023,175.888888888889,159,0,0,0,0.111111111111111,266,0,33.9888888888889,12.0444444444444,33.9222222222222,98945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,94387.1555555556,NaN,2588.53888888889,NaN,38196.1777777778,NaN,125,0.00642374880177768,1167.21986486959,-2.05612136041957,-252.081979580027,-5.85978835978835,15.4163517258754,-0.525144085411942,2015-01-06 14:58:29
735970.624646991,13,198.75,1023,178,158.125,0,0,0,0,265.875,0,33.9,11.7875,33.875,98944.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,93164.06375,NaN,2613.27875,NaN,37373.04375,NaN,125,0.00625563205528257,1194.16021300958,-2.01936625551523,-269.23060515873,16.9179894179894,48.9260519022423,-0.505302815570673,2015-01-06 14:59:29
735970.625335648,14.3333333333333,195.666666666667,1023,178,158,0,0,0,0,275.555555555556,0,33.8111111111111,12.0444444444444,33.6888888888889,98943.5555555556,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,89769.0988888889,NaN,5619.78777777778,NaN,38354.1633333333,NaN,133.683333333333,0.00636041724827131,1268.93917470806,2.44729401454535,-248.790613839286,-3.63756613756626,48.9260519022423,-0.425937736205593,2015-01-06 15:00:29
735970.626024305,20,213.5,1023,186.875,158,0,0,0,0,294,0,33.7375,12.5,33.7,98945.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,83498.04875,NaN,14468.74875,NaN,40082.02875,NaN,138.67625,0.00657378407096671,1407.06803239284,15.5938710049216,-212.79341765873,115.251322751323,189.799067775258,-0.088636148904006,2015-01-06 15:01:28
735970.626712963,45.4444444444444,226.222222222222,1023,191.444444444444,157.888888888889,0,0,0,0,317.555555555556,0,33.6333333333333,13,33.7333333333333,98943.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,83538.1955555556,NaN,26885.4177777778,NaN,46642.36,NaN,138.893333333333,0.00679714814169494,1406.18374152157,34.0408610922455,-76.1198499503968,200.066137566138,262.329931972789,1.42591411564626,2015-01-06 15:02:28
