Unixtime,Baseline,CO2,A0,Fig1akaCOZIR,FIG2,E2V_O3,E2V_NO2,E2V_1,E2V_2_CO_,E2V_3_VOC_,E2V_4,Temp,Rh,BMPtemp,MBPPressure,lat,latNs,lon,lonEw,b1,b2,x___,x____1,x____2,x____3,x____4,b8,onboard1,x____5,x____6,onboard4,statAux1,statSig1,statAux2,statSig2,statAux3,statSig3,statAux4,statSig4,file_data,predicted_NO2,predicted_CO,predicted_NO,predicted_CO2,predicted_COZIR,predicted_VOC,Date
735662.580306713,24,248.5,1023,145.5,141,0,0,0,0,366,0,27.5,21.25,28.6,98444,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,1023.44,NaN,12906.245,NaN,2047984.37,NaN,30062.505,0.00786166436114369,31.6197928994083,-0.127951555555555,24671.2564375,-327.312138728324,-436.507936507937,5.2,2014-03-04 13:55:38
735662.580914352,15,230,1023,132,141,0,0,0,0,383,0,27.5,19.7,28.8,98435,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,1578.13,NaN,14078.12,NaN,136453.12,NaN,32828.12,0.0072888916825773,15.2088461538462,0.00225677777777795,-15152.3112708333,-460.982658959538,-650.793650793651,-3.8,2014-03-04 13:56:31
735662.581603009,14.5,210,1023,124,141,0,0,0,0,386,0,27.6,19.5,29.1,98432,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,1835.94,NaN,14007.81,NaN,71156.255,NaN,31773.44,0.00725746710739198,7.58133136094675,-0.00555544444444422,-16512.662625,-605.491329479769,-777.777777777778,-4.3,2014-03-04 13:57:30
735662.582291667,15,373,1023,209,141,0,0,0,0,398,0,27.6,22.4,29.5,98432,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,1828.13,NaN,14578.12,NaN,53359.37,NaN,33062.5,0.0083367827284913,7.81239644970415,0.0578123333333335,-16883.4310625,572.254335260116,571.428571428571,-3.8,2014-03-04 13:58:30
735662.582980324,13,328,1023,179.5,141,0,0,0,0,391,0,27.6,19.95,29.8,98429.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,1921.875,NaN,13812.5,NaN,41820.31,NaN,30531.255,0.00742513570297439,5.03887573964498,-0.0272565555555555,-17123.8281458333,247.109826589595,103.174603174603,-5.8,2014-03-04 13:59:29
735662.583668981,13,243,1023,144,141,0,0,0,0,391,0,27.7,19.8,30,98431,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,2078.12,NaN,13984.37,NaN,35500,NaN,29296.88,0.00741242145382329,0.416242603550308,-0.00815988888888872,-17255.5012708333,-367.052023121387,-460.31746031746,-5.8,2014-03-04 14:00:29
735662.584357639,13,214.5,1023,131,141,0,0,0,0,390,0,27.7,19.65,30.1,98428.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,2078.12,NaN,14062.495,NaN,31617.19,NaN,29296.88,0.00735645358874468,0.416242603550308,0.000520666666666835,-17336.3931458333,-572.976878612717,-666.666666666667,-5.8,2014-03-04 14:01:28
735662.585046296,13,210,1023,127,141,0,0,0,0,390,0,27.8,19.6,30.2,98427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,2156.25,NaN,14046.87,NaN,28421.88,NaN,28625,0.0073808563416677,-1.89529585798816,-0.00121544444444428,-17402.9621041667,-605.491329479769,-730.15873015873,-5.8,2014-03-04 14:02:28
735662.585734954,13,211,1023,124,141,0,0,0,0,388,0,27.8,19.6,30.2,98427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,2156.245,NaN,13960.935,NaN,26328.13,NaN,28460.94,0.0073808563416677,-1.89514792899407,-0.0107637777777776,-17446.5818958333,-598.265895953757,-777.777777777778,-5.8,2014-03-04 14:03:27
735662.586111111,12,214,1023,124,141,0,0,0,0,389,1,27.8,19.7,30.2,98424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,2312.5,NaN,13984.37,NaN,25328.13,NaN,27703.13,0.0074187398910317,-6.51807692307691,-0.00815988888888872,-17467.4152291667,-576.589595375723,-777.777777777778,-6.8,2014-03-04 14:04:00
