Unixtime,Baseline,CO2,A0,Fig1akaCOZIR,FIG2,E2V_O3,E2V_NO2,E2V_1,E2V_2_CO_,E2V_3_VOC_,E2V_4,Temp,Rh,BMPtemp,MBPPressure,lat,latNs,lon,lonEw,b1,b2,x___,x____1,x____2,x____3,x____4,b8,onboard1,x____5,x____6,onboard4,statAux1,statSig1,statAux2,statSig2,statAux3,statSig3,statAux4,statSig4,file_data,predicted_NO2,predicted_CO,predicted_NO,predicted_CO2,predicted_COZIR,predicted_VOC,Date
735657.673939043,16.6666666666667,181.555555555556,1023,114.111111111111,156,0,0,0,0,0,0.111111111111111,34.0111111111111,38.3111111111111,36.7,98241,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5012.15,NaN,16847.2244444444,NaN,26664.9333333333,NaN,17491.3233333333,0.0206046795435063,0.483385578097151,-0.000547707231040679,-8.52103133267201,8.32931920359662,-4.3776769967243,-0.579365079365076,2014-02-27 16:10:28
735657.674635417,17.25,183.625,1023,116,156,0,0,0,0.125,0.25,0,34.0125,38.5125,36.7,98237.375,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5076.17,NaN,16808.5975,NaN,26292.97125,NaN,16896.4875,0.0207153603254851,-1.41069726213955,-0.00483958994709004,-16.2702414021164,23.281952472704,25.6046863189723,0.00396825396825662,2014-02-27 16:11:28
735657.675324074,16.8888888888889,182.333333333333,1023,115.666666666667,156,0,0,0,0,0,0,34,38.4555555555555,36.7,98235.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5043.4,NaN,16758.6833333333,NaN,26043.4066666667,NaN,17154.5166666667,0.0206706752829828,-0.4411706349206,-0.0103856084656088,-21.4695035548942,13.9491008349391,20.3136810279671,-0.357142857142854,2014-02-27 16:12:28
735657.676053241,16.1111111111111,181.888888888889,1023,113.333333333333,156,0,0,0,0,0.111111111111111,0,34.0333333333333,38.2111111111111,36.7,98239.2222222222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5012.15,NaN,16722.2244444444,NaN,25793.4044444444,NaN,18111.1133333333,0.0205767516191247,0.483385578097151,-0.0144365961199296,-26.6778831845239,10.7377970456005,-16.7233560090701,-1.13492063492063,2014-02-27 16:13:31
735657.676741898,16.5,177.875,1023,111,156,0,0,0,0.125,0.125,0,34.0375,38.0375,36.7,98236.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,4978.51375,NaN,16599.6125,NaN,25398.44,NaN,18007.8125,0.0204886409401645,1.47854090354093,-0.0280601455026457,-34.9063091104498,-18.2642903018625,-53.7603930461071,-0.746031746031743,2014-02-27 16:14:30
735657.677430556,16.6666666666667,175.555555555556,1023,108.888888888889,156,0,0,0,0,0,0,34.0333333333333,38.5222222222222,36.6555555555556,98238.4444444444,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,4998.26222222222,NaN,16609.3777777778,NaN,24914.9333333333,NaN,15798.61,0.0207444497460133,0.894266577439667,-0.0269751146384483,-44.9793646660053,-35.0232819524728,-87.270093222474,-0.579365079365076,2014-02-27 16:15:30
735657.678119213,16,181.625,1023,114.5,156,0,0,0,0.125,0.25,0.125,34.0375,38.6,36.6,98237.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5107.42,NaN,16585.94,NaN,24935.54875,NaN,17111.32875,0.0207914160963339,-2.3352534751573,-0.0295793121693124,-44.5498768187831,8.83108542068084,1.79516250944849,-1.24603174603174,2014-02-27 16:16:29
735657.67880787,16.2222222222222,179.111111111111,1023,111.444444444444,156,0,0,0,0,0.111111111111111,0,34,38.1111111111111,36.6,98238.3333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5003.47,NaN,16425.3488888889,NaN,24612.8488888889,NaN,17944.4466666667,0.0204849730245989,0.740190311824944,-0.047422768959436,-51.2727905919313,-9.33285163776486,-46.7057193247667,-1.02380952380952,2014-02-27 16:17:29
735657.679496528,15.75,175.5,1023,111.125,156,0,0,0,0,0,0,34,38.175,36.6,98236.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5005.8575,NaN,16382.81375,NaN,24251.95625,NaN,17037.11,0.0205197749939081,0.669554217150393,-0.0521488955026458,-58.7913872354497,-35.42469492614,-51.7762660619801,-1.49603174603174,2014-02-27 16:18:28
735657.680185185,16.1111111111111,184.333333333333,1023,115.333333333333,156,0,0,0,0.111111111111111,0.111111111111111,0,34.0444444444444,38.4444444444444,36.6,98237.3333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5001.73333333333,NaN,16449.6533333333,NaN,23939.24,NaN,15984.3744444444,0.0207156298310591,0.791570982436384,-0.0447222751322754,-65.3063091104497,28.3999678869622,15.0226757369616,-1.13492063492063,2014-02-27 16:19:28
735657.680914352,15.7777777777778,195.888888888889,1023,120.777777777778,156,0,0,0,0,0.222222222222222,0,34.0333333333333,38.2222222222222,36.5888888888889,98237,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5012.15111111111,NaN,16338.54,NaN,23796.8777777778,NaN,17208.3355555556,0.0205832005750001,0.483352704987339,-0.0570682010582016,-68.2721887400794,111.893866409762,101.442428823381,-1.46825396825396,2014-02-27 16:20:31
735657.68161169,15.125,179.125,1023,112.875,156,0,0,0,0,0,0,34.05,38.2,36.6,98237.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5015.62125,NaN,16298.82625,NaN,23445.315,NaN,16753.90875,0.0205902274682545,0.380685873955124,-0.0614808399470902,-75.5964132771164,-9.23249839434806,-23.9984882842023,-2.12103174603174,2014-02-27 16:21:31
735657.682303241,15.3333333333333,173,1023,110.444444444444,156,0,0,0,0,0,0,34.0444444444445,38.2888888888889,36.5777777777778,98239.3333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,5015.62111111111,NaN,16347.2222222222,NaN,23269.1,NaN,16536.4611111111,0.0206313893319921,0.380689983093841,-0.0561035097001768,-79.2675591104498,-53.4882787411689,-62.5787351977826,-1.91269841269841,2014-02-27 16:22:31
735657.682991898,15.125,176,1023,109.625,156,0,0,0,0,0,0,34.0125,38.2875,36.525,98236.875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,4998.045,NaN,16310.54375,NaN,23076.175,NaN,16578.1275,0.020594440644827,0.900693270404831,-0.0601788955026461,-83.2868299437831,-31.8119781631342,-75.5857898715039,-2.12103174603174,2014-02-27 16:23:30
