Unixtime,Baseline,CO2,A0,Fig1AkaCOZIR,FIG2,E2V_O3,E2V_NO2,E2V_1,E2V_2_CO_,E2V_3_VOC_,E2V_4,Temp,Rh,BMPtemp,MBPPressure,lat,latNs,lon,lonEw,b1,b2,x___,x____1,x____2,x____3,x____4,b8,onboard1,x____5,x____6,onboard4,statAux1,statSig1,statAux2,statSig2,statAux3,statSig3,statAux4,statSig4,file_data,predicted_NO2,predicted_CO,predicted_NO,predicted_CO2,predicted_COZIR,predicted_VOC,Date
735976.59962963,14.2222222222222,197.222222222222,1023,181.111111111111,158.555555555556,0,0,0,0,239.777777777778,0,34.9555555555555,13.5111111111111,34.4666666666667,98261.3333333333,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,103717.016666667,NaN,3711.80222222222,NaN,54166.6655555556,NaN,125,0.00765661526178214,25.518253531222,-0.92289822852332,231.166264467593,-14.5502645502645,-24.7385991433611,0.0307067271352986,2015-01-12 14:23:28
735976.600326968,14.25,198.625,1023,183.375,158,0,0,0,0,239.5,0,34.9,13.425,34.475,98264,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,101259.76875,NaN,3564.45,NaN,52953.12375,NaN,126.95375,0.00758423554888036,79.6426569820295,-1.14181402442619,205.884143518519,-5.19841269841265,11.1961451247165,0.0323601662887378,2015-01-12 14:24:28
735976.601018519,14.7777777777778,197.555555555556,1023,180.777777777778,158,0,0,0,0,239.666666666667,0,34.9,13.2111111111111,34.3,98265.1111111111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,100265.627777778,NaN,3531.24777777778,NaN,51758.6777777778,NaN,137.156666666667,0.0074633181067312,101.54003522481,-1.19114134907665,180.999852430556,-12.3280423280424,-30.0296044343665,0.0637755102040817,2015-01-12 14:25:28
735976.601747685,13.8888888888889,200.555555555556,1023,181.111111111111,158,0,0,0,0,239.555555555556,0,34.8333333333333,13.2222222222222,34.0888888888889,98261.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,98892.3633333333,NaN,3520.83111111111,NaN,50791.6644444444,NaN,140.63,0.00744231098160257,131.788150741207,-1.20661700895879,160.853741319444,7.67195767195763,-24.7385991433611,0.0108654572940288,2015-01-12 14:26:31
735976.602436343,14.5,197.25,1023,179,158,0,0,0,0,242,0,34.825,13.3,34.1375,98265.625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,97205.08,NaN,4039.06,NaN,54136.7175,NaN,140.63,0.00748233060533512,168.952981871897,-0.436703342506715,230.542346643519,-14.3650793650793,-58.248299319728,0.0472411186696901,2015-01-12 14:27:30
735976.603127572,50.5555555555556,261.444444444444,1023,224.777777777778,158,0,0,0,0,297.444444444444,0,34.8333333333333,15.1777777777778,34.0222222222222,98262.2222222222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,43902.78,NaN,34496.5266666667,NaN,131513.888888889,NaN,140.63,0.00854297422114554,1343.01245323754,44.8128385779608,1842.5667505787,413.597883597884,668.383093978332,2.19340513983371,2015-01-12 14:28:30
735976.603825232,82.25,408.875,1023,318.875,157.25,0,0,0,0,331.75,0,34.8,16.6,33.9375,98263.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-13777.34375,NaN,58765.625,NaN,168800.77875,NaN,146.4875,0.00932613978119727,2613.49976050626,80.8685484774309,2619.37695601852,1396.46825396825,2161.98979591837,4.07997921390779,2015-01-12 14:29:30
735976.604513889,102.222222222222,546.444444444444,1023,409.888888888889,156.888888888889,0,0,0,0,352.444444444444,0,34.8,18.1666666666667,34.0444444444445,98263.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-49619.7922222222,NaN,75819.4444444444,NaN,196074.65,NaN,142.365555555556,0.0102062743542633,3402.98100438781,106.204782981137,3187.58260706019,2313.59788359788,3606.6546989166,5.26880196523054,2015-01-12 14:30:30
735976.605202546,136.875,707.125,1023,531.75,157,0,0,0,0,403.625,0,34.8,20.9125,34.1625,98260.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-134517.57875,NaN,114962.8925,NaN,262183.59,NaN,150.3925,0.0117492985859659,5272.97630235648,164.358769098438,4564.85219039352,3384.80158730159,5540.95804988662,7.33146730914588,2015-01-12 14:31:29
735976.60589249,91.5555555555556,907.777777777778,1023,666.555555555556,157,0,0,0,0,346.444444444444,0,34.8,22.1666666666667,34.1444444444444,98257.6666666667,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NaN,-88593.7522222222,NaN,76555.5566666667,NaN,336142.358888889,NaN,154.514444444444,0.0124542878845101,4261.43827311027,107.298397930212,6105.65987557871,4722.48677248677,7680.72877299068,4.6338813303099,2015-01-12 14:32:29
